name,photo,location,rate,title,text
Bernie Digman,https://userimages.trustpilot.com/5c74b294d3397444f59dd17d/73x73.png,No Location,1 star: Bad,The worst,The worst. It is designed by folks who have never handled any file over 12k let alone todays photo files. Dont even think of using this dinosaur for photos. A group of RAW or JPEG files can take 12hrs to load on a fast connection. Then the software cant handle them internally. Junk. Total junk.
No Name,NO photo,No Location,1 star: Bad,Bad. Just really bad and slow.,Bad. Just bad. Use any other cloud service instead.
Jo,NO photo,No Location,1 star: Bad,I tried out a free trial of an upgraded,I tried out a free trial of an upgraded account. I never used this account and saw that they charged a small business a fee of 1000 for one person to use it twice then without my consent. First they talked about refunding me and I thanked them. Then I asked if the refund would be applied to my credit card then they said that they have no refund policies and that I would be switched to a free service after one year or cancel my profile and not use it but still be out 1000 like what the hell  I will continue to review on all platforms about the horrible customer service that this company has. They simply just want your money.
Asia,NO photo,No Location,4 stars: Great,good quality free cloud space,Im an online teacher and have been using dropbox to share files with my students for a few months now and nothing went wrong. I use only the free version so Im not aware of any flaws or advantages of the subscription packages but so far both I and my students are very content with the service.
Pilu Niuru,https://userimages.trustpilot.com/5c48d320a18331861c2614e0/73x73.png,No Location,5 stars: Excellent,ottimo servizio cloud,ottimo servizio cloud non potrei farne a meno
Ken Jacobsen,NO photo,No Location,1 star: Bad,BE WARNED,Two weeks ago I bought a one year subscription to Dropbox 1 TB service. Since then Ive been trying to get Dropbox to work as a backup to my hard drive Ive had three in a row fry on my Macbook Air and Ive finally realized that Dropbox simply wont and is not intended to be used for that purpose.So I decided to cancel my subscription. Dropbox wont do it. You can only cancel after a year. So thats 100 wasted on Dropbox. I had no idea they would be so sleazy. Youve been warned
David,NO photo,No Location,1 star: Bad,Dropbox kills your internet connection,Even the free version of Dropbox turns out to be poisonous malware that slowed my computer down and then completely screwed up my internet connection so NOTHING would connect properly.  It started syncing files I never asked it to and it hogged all the bandwidth to the exclusion of everything.  There must be a better solution than Dropbox which has now been dropped like a stone and deleted.  I can only suggest you avoid Dropbox.
Joe,NO photo,No Location,3 stars: Average,Its OK,Its OKWish it had more security though.
Markus Beschoner,https://userimages.trustpilot.com/5c294914dbd735d9e8b328e0/73x73.png,DE,3 stars: Average,Ganz gut aber zu teuer und Kndigung funktioniert nicht richtig.,Der Funktionsumfang ist im Prinzip ok wobei ich trotzdem zur Verschlsselung der abgelegten Daten tendiere ob BoxCryptor oder anders.Strend finde ich den im Vergleich recht hohen Preis und dass man fr kleinere Funktionen wie SmartSync das nochmal teurere Paket buchen soll. Etwas mehr Flexibilitt wre wnschenswert. Auch merkwrdig finde ich dass eine Kndigung des ber Apple bezahlten Abos nicht etwa zu einer Kndigung bei Dropbox fhrt sondern zu einem Zahlungsproblem wir haben versucht Ihr Dropbox PlusAbo zu verlngern aber Ihre Zahlung ber Apple ist fehlgeschlagen. Da Sie Ihr Abo ber die iOSApp abgeschlossen haben wird auch die DropboxAbrechnung ber Apple abgewickelt. Tja was knnte nur passiert sein wenn die Zahlung fehlschlgt... Der Prozess Abo wurde gekndigt gibt es wohl so nicht.Auch der Kontakt mit dem Service war nicht wirklich erfolgreich da man das Problem vermutlich nicht verstanden hat.
Alyssa Rose,https://userimages.trustpilot.com/5c302308150bdd7fba167f63/73x73.png,No Location,1 star: Bad,Dont. Just Dont.,At first I loved Dropbox. Before things like Airdrop and Google Drive existed this was a great way to share files. Eventually I purchased the 9.99/mo plan as a second backup for my photos videos and music and thats when the disappointment began.Both uploads and downloads are EXTREMELY slow Ive tried on multiple devices networks etc. and the majority of my videos were reduced to audio only which is extremely disappointing. Im salvaging what I can and canceling/deleting this service ASAP. Just a heads up for anyone considering paying for this..
Maria,NO photo,No Location,5 stars: Excellent,Great concept,Great concept. When i experienced problems with my account I was received with superb customer service  thank you Tyrion
jeffrey,https://userimages.trustpilot.com/5c2634bcd47ece41805cbdd8/73x73.png,No Location,4 stars: Great,all my files are here,all my files are here. very good app for mobile
Arcenas 090,https://userimages.trustpilot.com/5a8cf530f675864e56050c6c/73x73.png,No Location,2 stars: Poor,Poor Support and Needs Improvement,I like the UI of their site and they also have a very decent speed direct download is really good too.But the problem here is their customer support the support experience is probably the worst in the world they just need to improve it and they can probably at least struck with good reviews.
Nick Titov,https://userimages.trustpilot.com/5c1b76b2ca46785c5eb95672/73x73.png,No Location,1 star: Bad,Awful customer service account blocked without any explanation,The most awful experience with product and customer support Ive ever had. I was paying for Plus account for two month had a lot of files on it and then at some point they disabled my account. Without any notification in advance or email after. There is not way for checking what happen. I was writing mails to support created 4 issues on their tracker they was just closed without any answer. Was creating topics on their forum no attention at all. Thats all for 10EUR a month. Worst service ever. Never again.
Alexis A,NO photo,No Location,1 star: Bad,Trop compliqu dannuler labonnement payant,La procdure de passage dun compte payant au compte gratuit est inutilement complexe et longue pour bien leurrer le consommateur et lui faire penser que sa demande est prise en compte. Erreur  Il faut cliquer sur 5 boutons diffrents et pas du tout nomms clairement pour aller jusquau bout du process. Scandaleux.
Joanne Emily Hunter,https://userimages.trustpilot.com/4f8810de00006400011788ff/73x73.png,GB,1 star: Bad,Rude arrogant clunky bad product not functioning as expected,Rude arrogant customer service. Also there seems to many irritating and time consuming issues to deal with  the fact it clogs up your disc space rendering computers unuseable. I thought the point was to have it all cloud based oh you need to pay more for that. But even to get everything uploaded at the outset to plan to smart sync chosen files after it takes 3 days to copy when the same data cpoied from HD to HD only takes 1 hour. Meanwhile access to files is disabled. They dont make this known when you pay upfront. Also the green tick has been showing on many main folders but when i click into subfolders many files are missing not  in a logical way just some from one sub folder some from another.....when i called to check this i was met with rudeness told that the green tick doesnt mean anything and that the files are not ready to use even when this tick shows like id made an irrational assumption....massive design flaw in my opinion. It should be simple to know when files are copied over or not and some form of visual marker so know which files are ready. Im eagerly searching a better alternative i hate giving money to arrogant rude companies who give a clunky bad product and service.
